# 总词数: 487833
# 词汇表大小: 21961
# 格式: 词语	频次	频率
#==================================================
第二	99	0.000203
08	99	0.000203
以来	98	0.000201
传统	98	0.000201
重大	98	0.000201
保持	97	0.000199
任务	97	0.000199
占	97	0.000199
以及	96	0.000197
新闻	96	0.000197
规定	96	0.000197
法律	96	0.000197
时期	95	0.000195
十五大	95	0.000195
Tg	95	0.000195
曾	95	0.000195
其中	95	0.000195
户	95	0.000195
医院	95	0.000195
一定	94	0.000193
采取	94	0.000193
这样	94	0.000193
总理	94	0.000193
县	94	0.000193
旅游	94	0.000193
资金	94	0.000193
行业	94	0.000193
得到	93	0.000191
届	93	0.000191
比	93	0.000191
系统	93	0.000191
当地	93	0.000191
城市	93	0.000191
四	93	0.000191
主席	92	0.000189
代表	92	0.000189
严重	92	0.000189
共同	91	0.000187
安全	91	0.000187
孩子	91	0.000187
因	91	0.000187
总统	91	0.000187
为了	91	0.000187
目标	90	0.000184
具有	89	0.000182
书记	89	0.000182
措施	89	0.000182
希望	88	0.000180
工业	88	0.000180
支持	88	0.000180
该	88	0.000180
体制	88	0.000180
不断	87	0.000178
促进	87	0.000178
上海	87	0.000178
委员会	87	0.000178
优势	87	0.000178
日本	86	0.000176
各种	86	0.000176
统一	86	0.000176
国有	86	0.000176
岁	86	0.000176
货币	86	0.000176
那	86	0.000176
资本	86	0.000176
泽民	85	0.000174
开放	85	0.000174
低	85	0.000174
完成	85	0.000174
而且	85	0.000174
规模	85	0.000174
可能	84	0.000172
区	84	0.000172
制度	84	0.000172
如	84	0.000172
出现	83	0.000170
达到	83	0.000170
di4fang1	83	0.000170
应当	83	0.000170
实施	82	0.000168
危机	81	0.000166
强调	81	0.000166
自治区	81	0.000166
作出	80	0.000164
无	80	0.000164
汇率	80	0.000164
发表	79	0.000162
摄	79	0.000162
起来	79	0.000162
方式	79	0.000162
发挥	79	0.000162
资源	79	0.000162
信息	79	0.000162
结合	79	0.000162
本	79	0.000162
发现	79	0.000162
资产	79	0.000162
部分	78	0.000160
推动	78	0.000160
能力	78	0.000160
文明	78	0.000160
这里	78	0.000160
进	78	0.000160
调查	78	0.000160
关于	77	0.000158
分	77	0.000158
受	77	0.000158
宣传	77	0.000158
收入	77	0.000158
机制	77	0.000158
行为	77	0.000158
成立	76	0.000156
机关	76	0.000156
ia	75	0.000154
民族	75	0.000154
015	75	0.000154
现在	75	0.000154
何	75	0.000154
主任	75	0.000154
财政	75	0.000154
Ag	75	0.000154
按照	74	0.000152
各级	74	0.000152
根据	74	0.000152
重视	74	0.000152
想	74	0.000152
质量	74	0.000152
部长	74	0.000152
计划	74	0.000152
受到	74	0.000152
军事	74	0.000152
联合	73	0.000150
如何	73	0.000150
ryw	73	0.000150
十分	72	0.000148
指导	72	0.000148
保护	72	0.000148
过去	72	0.000148
写	72	0.000148
认识	72	0.000148
批	72	0.000148
包括	72	0.000148
责任	72	0.000148
变化	72	0.000148
地质	72	0.000148
附	71	0.000146
制定	71	0.000146
仍	71	0.000146
联合国	71	0.000146
什么	71	0.000146
介绍	71	0.000146
余	71	0.000146
大量	71	0.000146
i	71	0.000146
居民	71	0.000146
经过	71	0.000146
还有	70	0.000143
推进	70	0.000143
共	70	0.000143
期间	70	0.000143
以上	70	0.000143
便	70	0.000143
俄罗斯	69	0.000141
送	68	0.000139
开	68	0.000139
日前	68	0.000139
部队	68	0.000139
大学	68	0.000139
原因	68	0.000139
产生	68	0.000139
米	68	0.000139
成功	67	0.000137
扩大	67	0.000137
看到	67	0.000137
健康	67	0.000137
十	67	0.000137
利用	67	0.000137
形式	67	0.000137
兼并	67	0.000137
现代化	66	0.000135
祖国	66	0.000135
竞争	66	0.000135
增强	66	0.000135
实践	66	0.000135
内容	66	0.000135
因此	66	0.000135
老	66	0.000135
长期	66	0.000135
作	66	0.000135
长	66	0.000135
商品	66	0.000135
家庭	65	0.000133
艺术	65	0.000133
检查	65	0.000133
强	65	0.000133
正	65	0.000133
投入	65	0.000133
仅	65	0.000133
斗争	65	0.000133
存在	65	0.000133
出口	65	0.000133
点	65	0.000133
之间	64	0.000131
力量	64	0.000131
事	64	0.000131
抓	64	0.000131
则	64	0.000131
不仅	64	0.000131
全部	64	0.000131
行动	63	0.000129
改善	63	0.000129
未来	63	0.000129
jb	63	0.000129
了解	63	0.000129
造成	63	0.000129
年代	63	0.000129
毛	63	0.000129
住	63	0.000129
泰国	63	0.000129
天津	63	0.000129
邓	62	0.000127
落实	62	0.000127
科学	62	0.000127
粮食	62	0.000127
帮助	62	0.000127
相	62	0.000127
水	62	0.000127
如果	62	0.000127
报告	62	0.000127
安	62	0.000127
电话	62	0.000127
人口	61	0.000125
监督	61	0.000125
处理	61	0.000125
这次	61	0.000125
收费	61	0.000125
最近	60	0.000123
经验	60	0.000123
贫困	60	0.000123
元旦	60	0.000123
加快	60	0.000123
市场经济	60	0.000123
既	60	0.000123
系列	60	0.000123
方针	59	0.000121
召开	59	0.000121
伟大	59	0.000121
外交	59	0.000121
联系	59	0.000121
合理	59	0.000121
016	59	0.000121
意义	59	0.000121
认真	59	0.000121
场	59	0.000121
最后	59	0.000121
持续	59	0.000121
电视	59	0.000121
利益	59	0.000121
状况	59	0.000121
驻	59	0.000121
成本	59	0.000121
解放	58	0.000119
件	58	0.000119
保证	58	0.000119
创造	58	0.000119
需求	58	0.000119
宣布	58	0.000119
革命	58	0.000119
ws	58	0.000119
范围	58	0.000119
获得	57	0.000117
直接	57	0.000117
阶段	57	0.000117
集中	57	0.000117
自	57	0.000117
吴	57	0.000117
业务	57	0.000117
军队	57	0.000117
体系	57	0.000117
执行	57	0.000117
各国	56	0.000115
参与	56	0.000115
贡献	56	0.000115
不少	56	0.000115
原则	56	0.000115
改变	56	0.000115
贯彻	56	0.000115
dang1	56	0.000115
少	56	0.000115
级	56	0.000115
明显	56	0.000115
推广	56	0.000115
速度	56	0.000115
之一	56	0.000115
经	56	0.000115
个人	56	0.000115
以色列	56	0.000115
根本	55	0.000113
理论	55	0.000113
id	55	0.000113
减少	55	0.000113
设备	55	0.000113
图	55	0.000113
进程	55	0.000113
外	55	0.000113
来自	55	0.000113
就业	55	0.000113
伊拉克	55	0.000113
能够	54	0.000111
深入	54	0.000111
讲	54	0.000111
一起	54	0.000111
首先	54	0.000111
党委	54	0.000111
村	54	0.000111
负责	54	0.000111
迅速	54	0.000111
青年	54	0.000111
依法	54	0.000111
第三	54	0.000111
外汇	54	0.000111
亩	54	0.000111
因为	54	0.000111
国民经济	53	0.000109
全局	53	0.000109
或者	53	0.000109
现象	53	0.000109
厂	53	0.000109
正式	53	0.000109
美	53	0.000109
甚至	53	0.000109
计划生育	53	0.000109
行政	53	0.000109
反	53	0.000109
下岗	53	0.000109
良好	52	0.000107
邓小平理论	52	0.000107
成果	52	0.000107
两岸	52	0.000107
分别	52	0.000107
劳动	52	0.000107
过程	52	0.000107
统计	52	0.000107
底	52	0.000107
未	52	0.000107
每	52	0.000107
出版	52	0.000107
明确	52	0.000107
经营者	52	0.000107
监管	52	0.000107
长工	52	0.000107
对于	51	0.000105
原	51	0.000105
事件	51	0.000105
学生	51	0.000105
比赛	51	0.000105
道路	50	0.000102
形势	50	0.000102
更加	50	0.000102
当前	50	0.000102
首都	50	0.000102
演出	50	0.000102
京	50	0.000102
文字	50	0.000102
打	50	0.000102
省委	50	0.000102
巨大	50	0.000102
公里	50	0.000102
每年	50	0.000102
子文	50	0.000102
精神文明	49	0.000100
但是	49	0.000100
带来	49	0.000100
意识	49	0.000100
充分	49	0.000100
干	49	0.000100
极	49	0.000100
任	49	0.000100
赵	49	0.000100
017	49	0.000100
基金	49	0.000100
学	49	0.000100
石油	49	0.000100
种子	49	0.000100
中共中央	48	0.000098
小平	48	0.000098
高度	48	0.000098
关键	48	0.000098
维护	48	0.000098
整个	48	0.000098
真正	48	0.000098
大型	48	0.000098
站	48	0.000098
西藏	48	0.000098
孙	48	0.000098
初	48	0.000098
qb	48	0.000098
反映	48	0.000098
路	48	0.000098
先	48	0.000098
控制	48	0.000098
产业化	48	0.000098
水利	48	0.000098
虎	48	0.000098
定价	48	0.000098
跨	47	0.000096
地位	47	0.000096
关心	47	0.000096
来到	47	0.000096
承担	47	0.000096
接受	47	0.000096
加大	47	0.000096
放	47	0.000096
准备	47	0.000096
谈	47	0.000096
领域	47	0.000096
其琛	47	0.000096
按	47	0.000096
宏观	47	0.000096
所有	47	0.000096
连续	47	0.000096
套	47	0.000096
母亲	47	0.000096
交	47	0.000096
卢布	47	0.000096
各项	46	0.000094
逐步	46	0.000094
谈判	46	0.000094
市委	46	0.000094
转变	46	0.000094
素质	46	0.000094
徐	46	0.000094
设施	46	0.000094
即	46	0.000094
有效	46	0.000094
发	46	0.000094
道	46	0.000094
完善	46	0.000094
集体	46	0.000094
方法	46	0.000094
及时	46	0.000094
完全	45	0.000092
进步	45	0.000092
大家	45	0.000092
胜利	45	0.000092
部署	45	0.000092
大力	45	0.000092
结束	45	0.000092
运行	45	0.000092
具体	45	0.000092
扶贫	45	0.000092
应该	45	0.000092
标准	45	0.000092
方	45	0.000092
处	45	0.000092
政协	45	0.000092
内部	45	0.000092
爱	45	0.000092
谁	45	0.000092
吃	45	0.000092
各地	45	0.000092
引起	45	0.000092
重新	45	0.000092
搞	44	0.000090
著名	44	0.000090
作品	44	0.000090
北京市	44	0.000090
澜涛	44	0.000090
队伍	44	0.000090
力度	44	0.000090
比较	44	0.000090
黄	44	0.000090
推出	44	0.000090
办法	44	0.000090
专家	44	0.000090
因素	44	0.000090
阿拉伯	44	0.000090
风险	44	0.000090
没	44	0.000090
事故	44	0.000090
用户	44	0.000090
幸福	43	0.000088
朱	43	0.000088
带	43	0.000088
语言	43	0.000088
韩国	43	0.000088
东南亚	43	0.000088
八	43	0.000088
结果	43	0.000088
人民币	43	0.000088
使用	43	0.000088
注意	43	0.000088
交易	43	0.000088
人类	42	0.000086
党中央	42	0.000086
各界	42	0.000086
损失	42	0.000086
座	42	0.000086
自然	42	0.000086
而是	42	0.000086
像	42	0.000086
知道	42	0.000086
令	42	0.000086
形象	42	0.000086
出版社	42	0.000086
规范	42	0.000086
难	42	0.000086
功能	42	0.000086
山东	42	0.000086
恢复	41	0.000084
任何	41	0.000084
正在	41	0.000084
协调	41	0.000084
只有	41	0.000084
近年来	41	0.000084
学校	41	0.000084
基层	41	0.000084
适应	41	0.000084
建成	41	0.000084
程度	41	0.000084
广泛	41	0.000084
欢迎	41	0.000084
先后	41	0.000084
间	41	0.000084
创作	41	0.000084
杨	41	0.000084
贷款	41	0.000084
多少	41	0.000084
人民日报	41	0.000084
人才	41	0.000084
独联体	41	0.000084
双方	40	0.000082
成就	40	0.000082
拿	40	0.000082
成绩	40	0.000082
突破	40	0.000082
英雄	40	0.000082
效益	40	0.000082
随着	40	0.000082
jm	40	0.000082
反对	40	0.000082
虽然	40	0.000082
访问	40	0.000082
公斤	40	0.000082
改造	40	0.000082
均	40	0.000082
它们	40	0.000082
公安	40	0.000082
进口	40	0.000082
从而	40	0.000082
当时	40	0.000082
dang1shi2	40	0.000082
汽车	40	0.000082
铁路	40	0.000082
数字	40	0.000082
广东	40	0.000082
朋友	39	0.000080
深化	39	0.000080
进展	39	0.000080
关注	39	0.000080
团结	39	0.000080
建	39	0.000080
六	39	0.000080
乡	39	0.000080
下降	39	0.000080
体现	39	0.000080
非洲	39	0.000080
法院	39	0.000080
泽东	39	0.000080
拥有	39	0.000080
段	39	0.000080
调控	39	0.000080
村民	39	0.000080
政权	39	0.000080
请	39	0.000080
电子	39	0.000080
是否	39	0.000080
支队	39	0.000080
宁	39	0.000080
预算	39	0.000080
敌人	39	0.000080
友好	38	0.000078
时代	38	0.000078
尽管	38	0.000078
越	38	0.000078
中共	38	0.000078
组成	38	0.000078
台	38	0.000078
感到	38	0.000078
一直	38	0.000078
千	38	0.000078
仪式	38	0.000078
现代	38	0.000078
部	38	0.000078
出来	38	0.000078
约	38	0.000078
争取	38	0.000078
一样	38	0.000078
亚洲	38	0.000078
一切	38	0.000078
称	38	0.000078
严格	38	0.000078
人物	38	0.000078
动物	38	0.000078
马	38	0.000078
份	38	0.000078
找	38	0.000078
行	38	0.000078
区域	38	0.000078
协议	38	0.000078
综合	38	0.000078
经常	38	0.000078
旅客	38	0.000078
批准	38	0.000078
主管	38	0.000078
特色	37	0.000076
交流	37	0.000076
民主	37	0.000076
面临	37	0.000076
鹏	37	0.000076
尤其	37	0.000076
以后	37	0.000076
成员	37	0.000076
东亚	37	0.000076
来说	37	0.000076
呢	37	0.000076
还是	37	0.000076
时候	37	0.000076
之后	37	0.000076
物价	37	0.000076
另	37	0.000076
特区	37	0.000076
销售	37	0.000076
趋势	36	0.000074
犯罪	36	0.000074
chang3	36	0.000074
指挥	36	0.000074
代	36	0.000074
照片	36	0.000074
知识	36	0.000074
胡	36	0.000074
ld	36	0.000074
安排	36	0.000074
话	36	0.000074
表明	36	0.000074
特殊	36	0.000074
下午	36	0.000074
突出	36	0.000074
平均	36	0.000074
快	36	0.000074
超过	36	0.000074
举办	36	0.000074
优秀	36	0.000074
老人	36	0.000074
抗日	36	0.000074
生命	36	0.000074
手	36	0.000074
快速	36	0.000074
吸引	36	0.000074
报	36	0.000074
乡镇	36	0.000074
飞行	36	0.000074
gan4	36	0.000074
外资	36	0.000074
恐怖	36	0.000074
讲话	35	0.000072
顺利	35	0.000072
法制	35	0.000072
相信	35	0.000072
会见	35	0.000072
住房	35	0.000072
支	35	0.000072
国防	35	0.000072
相当	35	0.000072
选举	35	0.000072
媒体	35	0.000072
018	35	0.000072
正是	35	0.000072
然而	35	0.000072
秘书长	35	0.000072
开辟	35	0.000072
国外	35	0.000072
消费者	35	0.000072
探索	35	0.000072
选择	35	0.000072
引导	35	0.000072
交警	35	0.000072
手段	35	0.000072
地质部	35	0.000072
电视台	34	0.000070
丰富	34	0.000070
旧	34	0.000070
矛盾	34	0.000070
奋斗	34	0.000070
观念	34	0.000070
音乐会	34	0.000070
表演	34	0.000070
电力	34	0.000070
从事	34	0.000070
意见	34	0.000070
分析	34	0.000070
预计	34	0.000070
游客	34	0.000070
吨	34	0.000070
变	34	0.000070
人均	34	0.000070
兼	34	0.000070
贸易	34	0.000070
学者	34	0.000070
近日	34	0.000070
武装	34	0.000070
首	34	0.000070
表现	34	0.000070
面对	34	0.000070
四川	34	0.000070
广场	34	0.000070
山区	34	0.000070
飞机	34	0.000070
台湾	33	0.000068
总结	33	0.000068
法国	33	0.000068
秩序	33	0.000068
信心	33	0.000068
中华	33	0.000068
领导人	33	0.000068
面积	33	0.000068
早	33	0.000068
担任	33	0.000068
问	33	0.000068
有所	33	0.000068
相互	33	0.000068
无法	33	0.000068
人大	33	0.000068
商业	33	0.000068
在于	33	0.000068
采用	33	0.000068
咖啡	33	0.000068
太岳区	33	0.000068
再次	32	0.000066
走向	32	0.000066
只要	32	0.000066
正确	32	0.000066
首次	32	0.000066
九	32	0.000066
机会	32	0.000066
戴	32	0.000066
建议	32	0.000066
自身	32	0.000066
降低	32	0.000066
巩固	32	0.000066
只能	32	0.000066
普遍	32	0.000066
建交	32	0.000066
始终	32	0.000066
越来越	32	0.000066
整顿	32	0.000066
强烈	32	0.000066
字	32	0.000066
Dg	32	0.000066
左右	32	0.000066
太	32	0.000066
全省	32	0.000066
机场	32	0.000066
中东	32	0.000066
目的	32	0.000066
公开	32	0.000066
供应	32	0.000066
有限公司	32	0.000066
别人	32	0.000066
先生	31	0.000064
非常	31	0.000064
日益	31	0.000064
核心	31	0.000064
周年	31	0.000064
坚决	31	0.000064
考察	31	0.000064
保障	31	0.000064
重	31	0.000064
新疆	31	0.000064
鼓励	31	0.000064
模范	31	0.000064
欧洲	31	0.000064
人士	31	0.000064
运动	31	0.000064
特点	31	0.000064
见	31	0.000064
jian4	31	0.000064
现实	31	0.000064
篇	31	0.000064
靠	31	0.000064
怎样	31	0.000064
那些	31	0.000064
数	31	0.000064
车	31	0.000064
解放军	31	0.000064
市民	31	0.000064
方案	31	0.000064
者	31	0.000064
有些	31	0.000064
难以	31	0.000064
改	31	0.000064
边	31	0.000064
英国	31	0.000064
纺织	31	0.000064
清真寺	31	0.000064
电价	31	0.000064
旗帜	30	0.000061
机遇	30	0.000061
当局	30	0.000061
密切	30	0.000061
局面	30	0.000061
追求	30	0.000061
第四	30	0.000061
上午	30	0.000061
小时	30	0.000061
多种	30	0.000061
治	30	0.000061
上年	30	0.000061
外长	30	0.000061
价值	30	0.000061
盛	30	0.000061
舆论	30	0.000061
运用	30	0.000061
丁	30	0.000061
出发	30	0.000061
现场	30	0.000061
整体	30	0.000061
导致	30	0.000061
车辆	30	0.000061
总额	30	0.000061
分子	30	0.000061
多元化	30	0.000061
冠军	30	0.000061
声明	30	0.000061
利维	30	0.000061
前进	29	0.000059
冲突	29	0.000059
处于	29	0.000059
深	29	0.000059
开拓	29	0.000059
客观	29	0.000059
市政府	29	0.000059
明天	29	0.000059
采访	29	0.000059
物资	29	0.000059
终于	29	0.000059
生态	29	0.000059
步	29	0.000059
济南	29	0.000059
主张	29	0.000059
标志	29	0.000059
大使	29	0.000059
状态	29	0.000059
外国	29	0.000059
加入	29	0.000059
ib	29	0.000059
百	29	0.000059
回	29	0.000059
设计	29	0.000059
画	29	0.000059
培训	29	0.000059
培养	29	0.000059
科研	29	0.000059
某	29	0.000059
专业	29	0.000059
农产品	29	0.000059
上升	29	0.000059
che1	29	0.000059
丛书	29	0.000059
证券	29	0.000059
墨西哥	29	0.000059
版	29	0.000059
贬值	29	0.000059
fen4zi3	29	0.000059
文学	29	0.000059
建筑	29	0.000059
找到	29	0.000059
杰	29	0.000059
购并	29	0.000059
民警	29	0.000059
医药	29	0.000059
肇事	29	0.000059
百年	28	0.000057
前景	28	0.000057
掌握	28	0.000057
作风	28	0.000057
总体	28	0.000057
观众	28	0.000057
出席	28	0.000057
致	28	0.000057
周围	28	0.000057
委员	28	0.000057
中华民族	28	0.000057
lb	28	0.000057
白	28	0.000057
各个	28	0.000057
正常	28	0.000057
法	28	0.000057
买	28	0.000057
给予	28	0.000057
设立	28	0.000057
那么	28	0.000057
研究所	28	0.000057
期	28	0.000057
林	28	0.000057
019	28	0.000057
此次	28	0.000057
协会	28	0.000057
最终	28	0.000057
普通	28	0.000057
云龙	28	0.000057
以下	28	0.000057
往	28	0.000057
土地	28	0.000057
股票	28	0.000057
扩张	28	0.000057
违法	28	0.000057
根据地	28	0.000057
同胞	27	0.000055
呼吁	27	0.000055
全球	27	0.000055
路线	27	0.000055
今后	27	0.000055
石	27	0.000055
梁	27	0.000055
慰问	27	0.000055
属	27	0.000055
经济效益	27	0.000055
用于	27	0.000055
方向	27	0.000055
头	27	0.000055
艰苦	27	0.000055
必然	27	0.000055
称为	27	0.000055
构成	27	0.000055
她们	27	0.000055
块	27	0.000055
优化	27	0.000055
重庆	27	0.000055
股	27	0.000055
发行	27	0.000055
金	27	0.000055
辆	27	0.000055
合并	27	0.000055
主体	27	0.000055
背	27	0.000055
卫生	27	0.000055
资料	27	0.000055
往往	27	0.000055
东西	27	0.000055
楼	27	0.000055
该行	27	0.000055
网络版	27	0.000055
充满	26	0.000053
对外	26	0.000053
抓住	26	0.000053
独立	26	0.000053
证明	26	0.000053
做到	26	0.000053
规律	26	0.000053
切实	26	0.000053
节日	26	0.000053
岗位	26	0.000053
多次	26	0.000053
感谢	26	0.000053
创	26	0.000053
风	26	0.000053
中华人民共和国	26	0.000053
大会	26	0.000053
h	26	0.000053
落后	26	0.000053
搞好	26	0.000053
公布	26	0.000053
超	26	0.000053
国内外	26	0.000053
几乎	26	0.000053
有着	26	0.000053
岁月	26	0.000053
公路	26	0.000053
