# 总词数: 606322
# 词汇表大小: 596859
# 格式: 词语	频次	频率
#==================================================
不 似 少年	4	0.000007
新 菩萨 蛮	4	0.000007
伊 菩萨 蛮	4	0.000007
是 匆匆 去	4	0.000007
数声 鶗 鴂	4	0.000007
来 如 春梦	4	0.000007
芰 荷香 里	4	0.000007
怜取 眼前 人	4	0.000007
觥 船 一	4	0.000007
船 一 棹	4	0.000007
一 棹 百分	4	0.000007
棹 百分 空	4	0.000007
何处 不 相逢	4	0.000007
岁 岁 长	4	0.000007
天 杳 杳	4	0.000007
仙 菩萨 蛮	4	0.000007
轻舟 短 棹	4	0.000007
倚 阑 无语	4	0.000007
酒 一 卮	4	0.000007
后 有 谁	4	0.000007
醉 了 还	4	0.000007
了 还 醒	4	0.000007
更 与 谁	4	0.000007
长 在 眼	4	0.000007
年 年 依旧	4	0.000007
为 谁 明	4	0.000007
只 为 相思	4	0.000007
春 已 暮	4	0.000007
是 梦 中	4	0.000007
相思 长 相思	4	0.000007
今夕 是 何年	4	0.000007
欲 乘风 归去	4	0.000007
俯仰 人间 今古	4	0.000007
玉绳 低 转	4	0.000007
相思 千点 泪	4	0.000007
倚 朱 阑	4	0.000007
与 谁 看	4	0.000007
菩萨 蛮 玉	4	0.000007
手 捻 花枝	4	0.000007
憔悴 到 如今	4	0.000007
见 了 还	4	0.000007
来 还 去	4	0.000007
月 好事 近	4	0.000007
占 得 春	4	0.000007
满地 无人 扫	4	0.000007
断肠 菩萨 蛮	4	0.000007
同 菩萨 蛮	4	0.000007
风月 此时 情	4	0.000007
醉 中 归	4	0.000007
手 捻 黄花	4	0.000007
金缕 鹧鸪 斑	4	0.000007
明日 重 来	4	0.000007
与 姮 娥	4	0.000007
尊前 见 在	4	0.000007
青 箬笠 绿	4	0.000007
箬笠 绿 蓑衣	4	0.000007
醉 落魄 陶陶兀兀	4	0.000007
秋香 一夜 衰	4	0.000007
黄花 插 满头	4	0.000007
更 说 甚	4	0.000007
不 似 旧时	4	0.000007
好事 近 一	4	0.000007
为 伊 烦恼	4	0.000007
栏干 凭 暖	4	0.000007
向 人 依旧	4	0.000007
便 忘 了	4	0.000007
刘郎 去 后	4	0.000007
廉 纤细 雨	4	0.000007
年 年 此际	4	0.000007
谁 是 主	4	0.000007
抛 人 去	4	0.000007
好 个 霜天	4	0.000007
几度 花 开	4	0.000007
朝 又 暮	4	0.000007
二十四 桥 明月	4	0.000007
谁 与 醉	4	0.000007
问 谁 是	4	0.000007
一尊 谁 与	4	0.000007
月 谒 金门	4	0.000007
凭 谁 向	4	0.000007
旧 曾 相识	4	0.000007
余霞 散 绮	4	0.000007
都 忘 了	4	0.000007
乍雨 还 晴	4	0.000007
明年 谁 健	4	0.000007
些 个 事	4	0.000007
更 听 得	4	0.000007
好 蓦 山溪	4	0.000007
家 山 何处	4	0.000007
行人 去 后	4	0.000007
衤 夸 襦	4	0.000007
醉 蓬莱 望	4	0.000007
年 年 醉	4	0.000007
与 人 俱	4	0.000007
有 还 无	4	0.000007
推荐 好书 www	4	0.000007
好书 www txtbbs	4	0.000007
推荐 好书 全宋词	4	0.000007
前 白鹭飞 桃花流水	4	0.000007
人 在 水晶宫	4	0.000007
尽 一 杯酒	4	0.000007
梦 也 无	4	0.000007
有 谁知 得	4	0.000007
来 菩萨 蛮	4	0.000007
红 菩萨 蛮	4	0.000007
趁 东风 去	4	0.000007
要 人 扶	4	0.000007
他 年 事	4	0.000007
一时 分付 与	4	0.000007
且 衔 杯	4	0.000007
白萍 红 蓼	4	0.000007
在 壶 中	4	0.000007
得 点 绛	4	0.000007
月 移 花影	4	0.000007
年 来 都	4	0.000007
蕊 宫 仙子	4	0.000007
归 长 相思	4	0.000007
万 斛 愁	4	0.000007
丑 奴儿 慢	4	0.000007
五 湖 烟水	4	0.000007
人 与 月	4	0.000007
向 谁 开	4	0.000007
受 人间 暑	4	0.000007
谁 会 得	4	0.000007
忺 梳 掠	4	0.000007
此意 无人 识	4	0.000007
人 已 远	4	0.000007
甚 矣 吾	4	0.000007
人 在 东风	4	0.000007
到 酴 醿	4	0.000007
和 气 欢声	4	0.000007
望江南 钟陵 好	4	0.000007
此意 有 谁知	4	0.000007
月 上 海棠	4	0.000007
春 将 老	4	0.000007
既有 清歌妙舞 何不	4	0.000007
清歌妙舞 何不 献	4	0.000007
何不 献 呈	4	0.000007
旧乐 何在 竹竿	4	0.000007
当 花心 立	4	0.000007
花心 立 人	4	0.000007
立 人 念诗	4	0.000007
清歌 众舞 换	4	0.000007
众舞 换 坐	4	0.000007
当 花心 一人	4	0.000007
花心 一人 唱	4	0.000007
歌舞 既终 相将	4	0.000007
既终 相将 好	4	0.000007
银杯 缟 带	4	0.000007
到 蓬 瀛	4	0.000007
春 已 去	4	0.000007
龙山 高 会	4	0.000007
我 是 行人	4	0.000007
谒 金门 春意	4	0.000007
满城风雨 近 重阳	4	0.000007
桔 槔 闲	4	0.000007
谁 将 去	4	0.000007
何处 春来 试烦	4	0.000007
吾 归 矣	4	0.000007
菩萨 蛮 西风	4	0.000007
销金 暖 帐	4	0.000007
感 皇恩 七十	4	0.000007
在 他 乡	4	0.000007
又 过 了	4	0.000007
雨 和 风	4	0.000007
谁 共 说	4	0.000007
江城 梅花 引	4	0.000007
他 乡 寒食	4	0.000007
寒 菩萨 蛮	4	0.000007
清 和 天气	4	0.000007
月 霜天 晓角	4	0.000007
被 西风 吹	4	0.000007
云卧 衣裳 冷	4	0.000007
说 与 东风	4	0.000007
吾 亦 爱吾庐	4	0.000007
开 也 未	4	0.000007
数声 柔 橹	4	0.000007
红 紫 纷纷	4	0.000007
谒 金门 秋	4	0.000007
霓裳 中序 第一	4	0.000007
如今 老 矣	4	0.000007
画 不 就	4	0.000007
所乐 不存 焉	4	0.000007
但 年 年	4	0.000007
八声 甘州 自	4	0.000007
海棠 开 了	4	0.000007
暗忆 年 时	4	0.000007
明朝 后 日	4	0.000007
家山 好 好处	4	0.000007
好 好处 是	4	0.000007
说 霜天 晓角	4	0.000007
年 年 今夜	3	0.000005
旁人 笑 我	3	0.000005
吾 乡 我	3	0.000005
乡 我 里	3	0.000005
不 思量 也	3	0.000005
银 蟾光 满	3	0.000005
泪 沾襟 袖	3	0.000005
便 纵 有	3	0.000005
凭 谁 去	3	0.000005
晴 又 雨	3	0.000005
前生 负 你	3	0.000005
高阳 俦 侣	3	0.000005
光阴 能 几许	3	0.000005
与 君 说	3	0.000005
舞 裀 歌扇	3	0.000005
绛 河 清浅	3	0.000005
好 梦 还	3	0.000005
美 人才 子	3	0.000005
意 到 如今	3	0.000005
叹 年 来	3	0.000005
好 天良 夕	3	0.000005
衾 小 枕	3	0.000005
新 晴天 气	3	0.000005
一夜 狂风 雨	3	0.000005
醉 垂 鞭	3	0.000005
芳草 年 年	3	0.000005
年 年 绿	3	0.000005
锦屏 罗 幌	3	0.000005
月 帘 栊	3	0.000005
一声 云 杪	3	0.000005
金菊 对 芙蓉	3	0.000005
人散 后 月	3	0.000005
新 梳 掠	3	0.000005
在 阑干 角	3	0.000005
将 春色 去	3	0.000005
知 谁 共	3	0.000005
为 谁 愁	3	0.000005
绿叶 阴 浓	3	0.000005
去 来 如	3	0.000005
剩 衾 闲	3	0.000005
衾 闲 枕	3	0.000005
去 不 归	3	0.000005
又 是 去年	3	0.000005
那堪 更 被	3	0.000005
今 犹 昨	3	0.000005
向 谁 分付	3	0.000005
长 更 漏子	3	0.000005
只 恁 空	3	0.000005
满眼 是 相思	3	0.000005
往事 知 何处	3	0.000005
一片 西飞 一片	3	0.000005
西飞 一片 东	3	0.000005
谢 了 梨花	3	0.000005
花 不尽 柳	3	0.000005
不尽 柳 无穷	3	0.000005
朱弦悄 知音 少	3	0.000005
美酒 一杯 谁	3	0.000005
春梦 几多 时	3	0.000005
阿 谁 边	3	0.000005
何处 有 知音	3	0.000005
那堪 更 别离	3	0.000005
对 酒 莫	3	0.000005
泛 觥 船	3	0.000005
莺 声 老	3	0.000005
不记 归 时节	3	0.000005
相思 泪 蝶恋花	3	0.000005
美人 贪睡 暖	3	0.000005
天 与 多	3	0.000005
年 年 此	3	0.000005
来 便 去	3	0.000005
折 得 花枝	3	0.000005
年 年 此夕	3	0.000005
年 时 曾	3	0.000005
楼 外 夕阳	3	0.000005
把 酒花 前	3	0.000005
更 被 宿	3	0.000005
被 宿 酲	3	0.000005
宿 酲 兼	3	0.000005
年 年 三月	3	0.000005
为 谁 娇	3	0.000005
卷 绣 帘	3	0.000005
醉 蓬莱 见	3	0.000005
拚 了 一生	3	0.000005
是 谁 先	3	0.000005
减字 木兰花 去年	3	0.000005
减字 木兰花 年	3	0.000005
绣 帘 半卷	3	0.000005
往事 思量 遍	3	0.000005
阑干 凝 伫	3	0.000005
为 谁 忙	3	0.000005
一 卮 芳	3	0.000005
为 谁 零落	3	0.000005
一片 花飞减 却	3	0.000005
花飞减 却 春	3	0.000005
春 减字 木兰花	3	0.000005
与 黄昏 近	3	0.000005
路 隔 银河	3	0.000005
珠帘 人 在	3	0.000005
小 砑 红	3	0.000005
倩 谁 传	3	0.000005
凭 暖 阑干	3	0.000005
菩萨 蛮 春风	3	0.000005
年 年 春	3	0.000005
愁 倚 阑令	3	0.000005
睡 点 绛	3	0.000005
不 寄相思 字	3	0.000005
都 如 梦	3	0.000005
长 相思 长	3	0.000005
说 醉 落魄	3	0.000005
秋 已 半	3	0.000005
被 莺 呼起	3	0.000005
使君 高 会	3	0.000005
亲 曾 见	3	0.000005
惟酒 可 忘忧	3	0.000005
我 欲 乘风	3	0.000005
便 相 将	3	0.000005
天 岂 无情	3	0.000005
唱 我 新词	3	0.000005
且 斗 尊前	3	0.000005
梧桐叶 上 三	3	0.000005
空度 可怜 宵	3	0.000005
绿毛 么 凤	3	0.000005
欲 去 又	3	0.000005
洞仙歌 冰肌玉骨 自	3	0.000005
冰肌玉骨 自 清凉	3	0.000005
自 清凉 无汗	3	0.000005
如 我 与	3	0.000005
且 尽 一尊	3	0.000005
飞来 双 白鹭	3	0.000005
我 相思 千点	3	0.000005
冻吟 谁 伴	3	0.000005
欲 去 还	3	0.000005
佳人 千点 泪	3	0.000005
更 多 菩萨	3	0.000005
菩萨 蛮 娟	3	0.000005
蛮 娟 娟	3	0.000005
莫唱 短 因缘	3	0.000005
闲 菩萨 蛮	3	0.000005
能 得 几	3	0.000005
自引 壶 觞	3	0.000005
来时路 点 绛	3	0.000005
芳草 迷 归路	3	0.000005
断肠 减字 木兰花	3	0.000005
西塞山 边 白鹭飞	3	0.000005
不须 归 浣溪沙	3	0.000005
一年 春 好处	3	0.000005
看 减字 木兰花	3	0.000005
谁 信 是	3	0.000005
别郎 容易 见郎难	3	0.000005
因 谁 瘦	3	0.000005
天 与 风流	3	0.000005
不 比 寻常	3	0.000005
不 似 人间	3	0.000005
烟鬟 雾 鬓	3	0.000005
自 是 闺房	3	0.000005
雨 初 晴	3	0.000005
千万重 菩萨 蛮	3	0.000005
为 谁 长	3	0.000005
西风 吹 不断	3	0.000005
无人 伴 我	3	0.000005
方圭 圆 璧	3	0.000005
鹧鸪 斑 相如	3	0.000005
归来 晚 文君	3	0.000005
晚 文君 未	3	0.000005
相对 小 窗前	3	0.000005
被 鸡 欺	3	0.000005
痴牛 騃 女	3	0.000005
寿 木兰花 令	3	0.000005
十年 一 觉	3	0.000005
觉 扬州 梦	3	0.000005
鳜鱼 肥 朝廷	3	0.000005
未必 秋香 一夜	3	0.000005
山 又 水	3	0.000005
文君 未 寝	3	0.000005
人 倚 阑	3	0.000005
碧 昨日 主人	3	0.000005
昨日 主人 今日	3	0.000005
更 把 茱萸	3	0.000005
须 插 满头	3	0.000005
写 就 黄庭	3	0.000005
是 阿 谁	3	0.000005
还是 隔 年期	3	0.000005
回首 空 肠断	3	0.000005
和 羹 未晚	3	0.000005
自 为 知己	3	0.000005
多情 为 我	3	0.000005
还 解忆 人	3	0.000005
五 湖 归去	3	0.000005
谁 能 顾	3	0.000005
自 是 清凉	3	0.000005
月 皎 风清	3	0.000005
醉 蓬莱 向	3	0.000005
是 那 回	3	0.000005
行 行 坐坐	3	0.000005
相逢 不 早	3	0.000005
归 菩萨 蛮	3	0.000005
同心 小 绾	3	0.000005
恨 如 芳草	3	0.000005
指点 虚无 征路	3	0.000005
高 城 望断	3	0.000005
疑是 故人 来	3	0.000005
不知 何处 是	3	0.000005
酒醒 歌 阑	3	0.000005
午窗 睡 起	3	0.000005
此意 与 谁	3	0.000005
过 了 元宵	3	0.000005
为 我 殷勤	3	0.000005
知 他 别后	3	0.000005
无人 见 惟有	3	0.000005
霜天 闲 却	3	0.000005
闲 却 传杯	3	0.000005
却 传杯 手	3	0.000005
商调 十二首 之	3	0.000005
归去 莫 匆匆	3	0.000005
今夜 与 谁	3	0.000005
谁 共 倚	3	0.000005
菩萨 蛮 绿	3	0.000005
起 看 月	3	0.000005
老 年 年	3	0.000005
何处 最 难忘	3	0.000005
都 过 却	3	0.000005
今夜 为 谁	3	0.000005
半窗 斜 月	3	0.000005
不来 春 又	3	0.000005
门 掩 黄昏	3	0.000005
君 恩赐 与	3	0.000005
无 一点 尘埃	3	0.000005
绿荷 相 倚	3	0.000005
拍手 拦街 笑	3	0.000005
那 更 话	3	0.000005
还 吹 帽	3	0.000005
为 谁 红	3	0.000005
唤 不 回头	3	0.000005
知 谁 伴	3	0.000005
不 似 当时	3	0.000005
容 我 醉	3	0.000005
将 愁 去	3	0.000005
觞 红 林檎	3	0.000005
愁 与 恨	3	0.000005
欲 去 仍	3	0.000005
他 谁 说	3	0.000005
去 也 如何	3	0.000005
月 三 更	3	0.000005
簟 碧纱 厨	3	0.000005
把 阑干 拍	3	0.000005
我 归 何处	3	0.000005
红 减字 木兰花	3	0.000005
了 酴 醿	3	0.000005
酴 醿 架	3	0.000005
倚楼 人 在	3	0.000005
为 谁 倾	3	0.000005
年 年 此恨	3	0.000005
鱼 与 雁	3	0.000005
残红 吹 尽	3	0.000005
有 酴 醿	3	0.000005
桃花 髻 暖	3	0.000005
碧云 欲 暮	3	0.000005
绛 唇 高柳	3	0.000005
凭 阑 看	3	0.000005
尽日 无人 到	3	0.000005
露 冷风 清	3	0.000005
雨 和 烟	3	0.000005
休作 断肠 声	3	0.000005
人 在 玉壶	3	0.000005
娟 娟 明月	3	0.000005
人 在 广寒宫	3	0.000005
欲 辨 忘言	3	0.000005
又 还 晴	3	0.000005
新妇 矶 边	3	0.000005
鳷 鹊 楼	3	0.000005
谁 得 见	3	0.000005
休 更 说	3	0.000005
人生 能 有	3	0.000005
年 年 此夜	3	0.000005
棹 船 回	3	0.000005
飘然 欲 去	3	0.000005
秋 已 老	3	0.000005
何人 为 我	3	0.000005
殷勤 问 我	3	0.000005
著 诗 催	3	0.000005
不 与 群芳	3	0.000005
羯鼓 打 梁州	3	0.000005
一声 鶗 鴂	3	0.000005
情 脉脉 恨	3	0.000005
我 已 是	3	0.000005
百年 三万 六千	3	0.000005
被 花枝 恼	3	0.000005
北望 旄 头	3	0.000005
怜 我 老	3	0.000005
笑 点 绛	3	0.000005
将 花 去	3	0.000005
酒 点 绛	3	0.000005
到 此 也	3	0.000005
谒 金门 深院	3	0.000005
罨 画 屏风	3	0.000005
金门 春 寂寂	3	0.000005
溪 南溪 北	3	0.000005
一双 鸂 鶒	3	0.000005
酒中 倒卧 南山	3	0.000005
倒卧 南山 绿	3	0.000005
西北 有 高楼	3	0.000005
乾坤 都 了	3	0.000005
绣 帘 初卷	3	0.000005
凭 高 望远	3	0.000005
纸 帐 梅花	3	0.000005
且 插 梅花	3	0.000005
为 梅花 醉	3	0.000005
甚 是 和	3	0.000005
促拍 丑 奴儿	3	0.000005
老 感 皇恩	3	0.000005
因 甚 不	3	0.000005
索共 梅花 笑	3	0.000005
如今 去 也	3	0.000005
独自 倚 阑干	3	0.000005
在 酒杯 中	3	0.000005
中秋 无 月	3	0.000005
人 将 老	3	0.000005
倚 阑干 处	3	0.000005
被 风 吹散	3	0.000005
人 不 老	3	0.000005
骑 箕 尾	3	0.000005
看看 又 是	3	0.000005
晚 来风 急	3	0.000005
人 在 小楼	3	0.000005
谁 同 倚	3	0.000005
东风 不管 春	3	0.000005
几番 春 暮	3	0.000005
怎 不 思量	3	0.000005
月 冷风 清	3	0.000005
倚 阑 凝望	3	0.000005
恰 趁 得	3	0.000005
春 在 壶	3	0.000005
强 追 陪	3	0.000005
深深 深 几许	3	0.000005
比 并 看	3	0.000005
好 年 年	3	0.000005
广平 心似 铁	3	0.000005
阙 好事 近	3	0.000005
也 应 是	3	0.000005
与 芗 林	3	0.000005
芗 林 秋露	3	0.000005
我 归 迟	3	0.000005
不 将 朱粉	3	0.000005
将 朱粉 污	3	0.000005
朱粉 污 天真	3	0.000005
不似 酴 醿	3	0.000005
都 无 一点	3	0.000005
有 谁 同	3	0.000005
玉子 纹 楸	3	0.000005
去 鹊桥 仙	3	0.000005
被 风吹 去	3	0.000005
好 是 月	3	0.000005
骖 鸾 去	3	0.000005
紫 箫声 断	3	0.000005
留连 无 计	3	0.000005
菩萨 蛮 杏花	3	0.000005
今宵 人 月	3	0.000005
年 时 携手	3	0.000005
风月 好事 近	3	0.000005
为 君 倾	3	0.000005
别时 容易 见时	3	0.000005
容易 见时 难	3	0.000005
了 无 一点	3	0.000005
路 点 绛	3	0.000005
凭 肩 携手	3	0.000005
谁 与 话	3	0.000005
门 掩 东风	3	0.000005
谁 似 老子	3	0.000005
老子 痴 顽	3	0.000005
屑 琼 瑰	3	0.000005
与 此 翁	3	0.000005
云鬓 一枝 斜	3	0.000005
幽窗 是 处	3	0.000005
是 处 都	3	0.000005
处 都 香	3	0.000005
都 香 了	3	0.000005
十年 一梦 扬州	3	0.000005
