# 总词数: 606324
# 词汇表大小: 124054
# 格式: 词语	频次	频率
#==================================================
两	296	0.000488
好事	296	0.000488
柳	293	0.000483
初	291	0.000480
前	287	0.000473
应	286	0.000472
鸾	285	0.000470
烟	285	0.000470
浅	284	0.000468
甚	282	0.000465
瘦	282	0.000465
无限	280	0.000462
相	280	0.000462
约	279	0.000460
此	277	0.000457
黄花	276	0.000455
忆	276	0.000455
今	274	0.000452
枕	274	0.000452
春色	274	0.000452
高	274	0.000452
蓬莱	273	0.000450
罢	272	0.000449
莫	272	0.000449
帘	270	0.000445
著	270	0.000445
清平乐	270	0.000445
亦	269	0.000444
时节	268	0.000442
沁园春	268	0.000442
送	265	0.000437
歌	264	0.000435
憔悴	263	0.000434
一枝	263	0.000434
坐	262	0.000432
趁	262	0.000432
扁舟	259	0.000427
浓	258	0.000426
贺新郎	257	0.000424
别	256	0.000422
舞	255	0.000421
隔	255	0.000421
泪	254	0.000419
何事	252	0.000416
三	252	0.000416
西湖	251	0.000414
那	249	0.000411
山	248	0.000409
惊	246	0.000406
回	244	0.000402
并	242	0.000399
去年	242	0.000399
谩	242	0.000399
功名	241	0.000397
鸳鸯	241	0.000397
虞美人	241	0.000397
声	240	0.000396
流水	240	0.000396
今日	240	0.000396
今夜	239	0.000394
渔家傲	238	0.000393
杨柳	237	0.000391
杳	237	0.000391
十分	237	0.000391
弦	236	0.000389
曲	236	0.000389
做	235	0.000388
芙蓉	235	0.000388
真	234	0.000386
恁	234	0.000386
意	234	0.000386
衾	234	0.000386
消息	234	0.000386
留	234	0.000386
长安	233	0.000384
几	233	0.000384
寂寞	232	0.000383
心事	232	0.000383
转	231	0.000381
断肠	230	0.000379
语	230	0.000379
悠悠	229	0.000378
人生	228	0.000376
垂	227	0.000374
诗	226	0.000373
佳人	225	0.000371
往事	225	0.000371
一曲	223	0.000368
而今	223	0.000368
南	223	0.000368
水龙吟	223	0.000368
乱	222	0.000366
满庭芳	220	0.000363
一片	219	0.000361
一点	219	0.000361
不是	218	0.000360
成	217	0.000358
可	216	0.000356
肠断	216	0.000356
霜	215	0.000355
晴	215	0.000355
朝中措	215	0.000355
最	214	0.000353
桃花	214	0.000353
桃李	214	0.000353
画	213	0.000351
占	212	0.000350
一声	211	0.000348
少年	210	0.000346
惟有	210	0.000346
唱	210	0.000346
神仙	209	0.000345
无数	209	0.000345
青山	209	0.000345
金门	209	0.000345
清明	208	0.000343
饮	208	0.000343
半	208	0.000343
喜	208	0.000343
时候	207	0.000341
何时	207	0.000341
谁知	207	0.000341
无情	206	0.000340
手	205	0.000338
明年	205	0.000338
白	204	0.000336
君	203	0.000335
劝	203	0.000335
家	202	0.000333
天上	200	0.000330
天气	200	0.000330
子	199	0.000328
皆	199	0.000328
黄	199	0.000328
今年	199	0.000328
谒	199	0.000328
如何	198	0.000327
帘幕	197	0.000325
会	197	0.000325
海棠	197	0.000325
垂杨	196	0.000323
几度	196	0.000323
乍	195	0.000322
作	195	0.000322
照	195	0.000322
啼	195	0.000322
凝	194	0.000320
今宵	194	0.000320
间	193	0.000318
行人	193	0.000318
明朝	192	0.000317
如许	191	0.000315
昨夜	190	0.000313
思量	190	0.000313
情	190	0.000313
双	190	0.000313
卜算子	190	0.000313
缥缈	190	0.000313
笙歌	189	0.000312
短	189	0.000312
渐	188	0.000310
一番	188	0.000310
畔	187	0.000308
秋风	187	0.000308
怨	187	0.000308
携手	186	0.000307
出	186	0.000307
只有	184	0.000303
有人	184	0.000303
千古	183	0.000302
相见	183	0.000302
久	182	0.000300
鹊桥	182	0.000300
燕子	182	0.000300
落	182	0.000300
风光	180	0.000297
几时	180	0.000297
低	179	0.000295
残	179	0.000295
何人	179	0.000295
殷勤	179	0.000295
梨花	179	0.000295
阴	179	0.000295
楼	178	0.000294
个	178	0.000294
赋	178	0.000294
带	177	0.000292
行	176	0.000290
寻	176	0.000290
金	176	0.000290
何妨	176	0.000290
相对	176	0.000290
可怜	176	0.000290
不须	175	0.000289
鬓	175	0.000289
夜	174	0.000287
分付	174	0.000287
酒醒	174	0.000287
竹	174	0.000287
庭院	173	0.000285
薄	173	0.000285
东君	173	0.000285
露	172	0.000284
江山	172	0.000284
沈	172	0.000284
细	171	0.000282
断	171	0.000282
横	171	0.000282
紫	171	0.000282
任	170	0.000280
卷	170	0.000280
落花	170	0.000280
阙	170	0.000280
入	170	0.000280
重阳	169	0.000279
晓	169	0.000279
而	169	0.000279
玉楼春	167	0.000275
心	167	0.000275
写	167	0.000275
分明	166	0.000274
慢	166	0.000274
寒食	166	0.000274
绮	165	0.000272
依然	165	0.000272
迟	165	0.000272
十年	165	0.000272
记得	164	0.000270
信	164	0.000270
拚	164	0.000270
歌舞	164	0.000270
行云	164	0.000270
如此	164	0.000270
十里	163	0.000269
栊	163	0.000269
几许	163	0.000269
夕阳	163	0.000269
不堪	163	0.000269
春光	163	0.000269
明	163	0.000269
少	162	0.000267
烟雨	162	0.000267
慵	161	0.000266
旧时	161	0.000266
自有	160	0.000264
精神	160	0.000264
翦	159	0.000262
夜来	159	0.000262
徘徊	159	0.000262
一夜	159	0.000262
明日	159	0.000262
无奈	158	0.000261
珠帘	157	0.000259
儿	157	0.000259
富贵	157	0.000259
不管	156	0.000257
年少	155	0.000256
萧萧	154	0.000254
觞	154	0.000254
元	154	0.000254
欹	153	0.000252
盈盈	153	0.000252
倒	153	0.000252
懒	153	0.000252
引	153	0.000252
非	153	0.000252
青	153	0.000252
一杯	152	0.000251
堕	152	0.000251
帐	152	0.000251
碧云	152	0.000251
歌子	152	0.000251
白发	151	0.000249
岂	151	0.000249
生查子	151	0.000249
秋千	150	0.000247
亭	150	0.000247
等闲	150	0.000247
登临	150	0.000247
头	149	0.000246
花枝	149	0.000246
暗	149	0.000246
杏花	149	0.000246
不如	149	0.000246
凉	149	0.000246
歇	148	0.000244
门外	148	0.000244
一年	148	0.000244
生	147	0.000242
伴	147	0.000242
寿	147	0.000242
羞	147	0.000242
不到	147	0.000242
奈	146	0.000241
归路	146	0.000241
草	145	0.000239
掩	145	0.000239
若	145	0.000239
嗟	145	0.000239
因	145	0.000239
娥	145	0.000239
惜	145	0.000239
爱	144	0.000237
谁家	144	0.000237
渚	144	0.000237
老去	144	0.000237
老子	144	0.000237
容易	143	0.000236
娇	143	0.000236
扬州	143	0.000236
踏莎行	143	0.000236
今朝	143	0.000236
东	142	0.000234
愿	142	0.000234
夜深	142	0.000234
风露	142	0.000234
西	142	0.000234
楼台	141	0.000233
比	141	0.000233
边	141	0.000233
风吹	141	0.000233
楼上	140	0.000231
疏	140	0.000231
几番	140	0.000231
参差	140	0.000231
红尘	140	0.000231
洗	140	0.000231
芳菲	140	0.000231
黄金	140	0.000231
还是	140	0.000231
簟	139	0.000229
书	139	0.000229
传	139	0.000229
万事	139	0.000229
一时	139	0.000229
柳梢青	139	0.000229
随	138	0.000228
分	138	0.000228
惆怅	138	0.000228
桃源	138	0.000228
画堂	137	0.000226
飞絮	137	0.000226
令	137	0.000226
伫	137	0.000226
帏	136	0.000224
气	136	0.000224
只恐	135	0.000223
妆	135	0.000223
无处	135	0.000223
春寒	135	0.000223
静	134	0.000221
东篱	134	0.000221
宽	134	0.000221
把酒	134	0.000221
绕	134	0.000221
婵娟	134	0.000221
主人	134	0.000221
中秋	134	0.000221
使君	134	0.000221
唤	134	0.000221
不用	134	0.000221
翁	134	0.000221
思	133	0.000219
于	133	0.000219
挂	133	0.000219
卮	132	0.000218
孤	132	0.000218
杯	132	0.000218
再	132	0.000218
年华	132	0.000218
薰风	132	0.000218
秋色	131	0.000216
纷纷	131	0.000216
赢得	131	0.000216
嫩	131	0.000216
浪淘沙	131	0.000216
暝	131	0.000216
一尊	131	0.000216
十二	130	0.000214
添	130	0.000214
无言	130	0.000214
傍	130	0.000214
何须	130	0.000214
钗	130	0.000214
南乡子	130	0.000214
先生	130	0.000214
句	130	0.000214
总	129	0.000213
池塘	129	0.000213
此时	129	0.000213
醒	129	0.000213
青青	129	0.000213
何日	128	0.000211
清风	128	0.000211
暮云	128	0.000211
诉衷情	128	0.000211
何如	128	0.000211
飞来	127	0.000209
乾坤	127	0.000209
底	127	0.000209
雾	127	0.000209
至	127	0.000209
深院	126	0.000208
使	126	0.000208
散	126	0.000208
扫	126	0.000208
苦	126	0.000208
浮	126	0.000208
无穷	126	0.000208
落魄	126	0.000208
折	126	0.000208
溪	126	0.000208
船	125	0.000206
当	125	0.000206
重重	125	0.000206
动	124	0.000205
闲愁	124	0.000205
先	124	0.000205
遍	124	0.000205
那堪	124	0.000205
影	124	0.000205
酹	124	0.000205
从今	123	0.000203
离愁	123	0.000203
试问	123	0.000203
人家	123	0.000203
树	122	0.000201
永	122	0.000201
歌声	122	0.000201
不尽	122	0.000201
檐	122	0.000201
透	121	0.000200
乐	121	0.000200
烟水	121	0.000200
急	121	0.000200
湿	121	0.000200
从来	121	0.000200
枝头	121	0.000200
暗香	121	0.000200
如梦令	121	0.000200
觅	120	0.000198
蓦	120	0.000198
日日	120	0.000198
梦回	119	0.000196
你	119	0.000196
门	119	0.000196
女	119	0.000196
南浦	119	0.000196
圆	119	0.000196
潇湘	119	0.000196
山溪	119	0.000196
闻	118	0.000195
仍	118	0.000195
世间	118	0.000195
满地	117	0.000193
光阴	117	0.000193
霓裳	117	0.000193
不禁	117	0.000193
俱	117	0.000193
春意	117	0.000193
细雨	117	0.000193
破	116	0.000191
琵琶	116	0.000191
朝	116	0.000191
南北	116	0.000191
锦	116	0.000191
扶	116	0.000191
总是	116	0.000191
风味	116	0.000191
目断	115	0.000190
小楼	115	0.000190
捻	115	0.000190
壶	115	0.000190
来时	115	0.000190
这	114	0.000188
情绪	114	0.000188
厌厌	114	0.000188
当日	114	0.000188
度	114	0.000188
花影	114	0.000188
江头	114	0.000188
江湖	114	0.000188
尚	113	0.000186
灯火	113	0.000186
深深	113	0.000186
恶	113	0.000186
百年	113	0.000186
倩	113	0.000186
伊	112	0.000185
从此	112	0.000185
今夕	112	0.000185
情怀	112	0.000185
宴	112	0.000185
拥	112	0.000185
试	112	0.000185
高楼	112	0.000185
笑语	112	0.000185
小窗	112	0.000185
故园	112	0.000185
落日	111	0.000183
些	111	0.000183
飘	111	0.000183
清歌	111	0.000183
倾	111	0.000183
蛩	110	0.000181
燕	110	0.000181
忘	110	0.000181
冉冉	110	0.000181
纵	110	0.000181
绿阴	110	0.000181
佳期	110	0.000181
漠漠	110	0.000181
古	110	0.000181
别离	110	0.000181
秋水	110	0.000181
况	109	0.000180
鸥	109	0.000180
付与	109	0.000180
曰	109	0.000180
收	108	0.000178
真个	108	0.000178
无力	108	0.000178
换	108	0.000178
回头	108	0.000178
不胜	108	0.000178
西楼	108	0.000178
殢	107	0.000176
梢	107	0.000176
携	107	0.000176
尘	107	0.000176
发	107	0.000176
穿	107	0.000176
花前	107	0.000176
面	106	0.000175
淡	106	0.000175
堪	106	0.000175
迢迢	106	0.000175
潇洒	106	0.000175
唤起	106	0.000175
者	106	0.000175
插	106	0.000175
坠	106	0.000175
飞去	106	0.000175
梅	106	0.000175
瑶池	106	0.000175
大	106	0.000175
青玉案	106	0.000175
解	105	0.000173
芳心	105	0.000173
等	105	0.000173
管	105	0.000173
留连	105	0.000173
渺渺	105	0.000173
文章	105	0.000173
胭脂	105	0.000173
牡丹	105	0.000173
熟	105	0.000173
放	104	0.000172
天地	104	0.000172
园林	104	0.000172
不成	104	0.000172
鹭	104	0.000172
怅望	104	0.000172
远山	104	0.000172
归期	104	0.000172
何似	104	0.000172
飞花	104	0.000172
依依	104	0.000172
何许	104	0.000172
陌	103	0.000170
特地	103	0.000170
游	103	0.000170
知道	103	0.000170
瑶台	103	0.000170
千秋	103	0.000170
望江南	103	0.000170
华发	103	0.000170
霜天	102	0.000168
水边	102	0.000168
吟	102	0.000168
定	102	0.000168
借	102	0.000168
江城子	102	0.000168
万	101	0.000167
追	101	0.000167
西园	101	0.000167
翻	101	0.000167
正是	101	0.000167
倦	101	0.000167
扇	101	0.000167
余	101	0.000167
觉	100	0.000165
千载	100	0.000165
难忘	100	0.000165
筵	100	0.000165
捧	100	0.000165
心情	100	0.000165
感	100	0.000165
不断	100	0.000165
何曾	100	0.000165
行乐	100	0.000165
樽	100	0.000165
别来	99	0.000163
褪	99	0.000163
茫茫	99	0.000163
鼓	99	0.000163
看取	99	0.000163
鸿	99	0.000163
可惜	98	0.000162
醉里	98	0.000162
独自	98	0.000162
腰	98	0.000162
长亭	98	0.000162
旧游	98	0.000162
洞仙歌	98	0.000162
雁	98	0.000162
阳关	98	0.000162
长生	98	0.000162
依约	97	0.000160
黯	97	0.000160
南山	97	0.000160
诏	97	0.000160
衣	97	0.000160
数声	97	0.000160
字	97	0.000160
朱颜	97	0.000160
阮郎	97	0.000160
闻道	97	0.000160
渊明	97	0.000160
万顷	97	0.000160
忽	96	0.000158
梦魂	96	0.000158
风景	96	0.000158
此际	96	0.000158
天际	96	0.000158
新月	96	0.000158
驻	96	0.000158
画楼	96	0.000158
清香	96	0.000158
疏影	96	0.000158
笛	96	0.000158
鸣	95	0.000157
王孙	95	0.000157
烟波	95	0.000157
争	95	0.000157
几回	95	0.000157
草草	95	0.000157
梧桐	95	0.000157
岁晚	95	0.000157
眼	95	0.000157
浑	95	0.000157
乐事	95	0.000157
新妆	95	0.000157
满眼	95	0.000157
怅	95	0.000157
一醉	95	0.000157
杖	95	0.000157
新声	94	0.000155
怀抱	94	0.000155
谈笑	94	0.000155
脉脉	94	0.000155
绝	94	0.000155
何在	94	0.000155
足	94	0.000155
点点	94	0.000155
酴	94	0.000155
碎	93	0.000153
银河	93	0.000153
新词	93	0.000153
太平	93	0.000153
笺	93	0.000153
偏	93	0.000153
敛	93	0.000153
荷花	93	0.000153
从容	93	0.000153
教	93	0.000153
斟	93	0.000153
不妨	93	0.000153
乡	92	0.000152
月华	92	0.000152
则	92	0.000152
春愁	92	0.000152
古今	92	0.000152
指	92	0.000152
梦里	92	0.000152
漫	92	0.000152
薰	92	0.000152
刘郎	92	0.000152
独倚	91	0.000150
此意	91	0.000150
旌	91	0.000150
逢	91	0.000150
重来	91	0.000150
蟠桃	91	0.000150
浮云	91	0.000150
山中	91	0.000150
日暮	90	0.000148
菊	90	0.000148
一段	90	0.000148
岫	90	0.000148
迷	90	0.000148
杨花	90	0.000148
槎	90	0.000148
江	90	0.000148
以	90	0.000148
几多	89	0.000147
秦楼	89	0.000147
南楼	89	0.000147
拍	89	0.000147
皇恩	89	0.000147
拂	89	0.000147
此情	89	0.000147
流	89	0.000147
媚	89	0.000147
醿	89	0.000147
天公	89	0.000147
江上	88	0.000145
吐	88	0.000145
旧日	88	0.000145
天然	88	0.000145
霁	88	0.000145
酥	88	0.000145
有时	88	0.000145
飘零	88	0.000145
采桑子	88	0.000145
遮	88	0.000145
老来	88	0.000145
英雄	88	0.000145
春来	87	0.000143
咫尺	87	0.000143
人世	87	0.000143
连	87	0.000143
不道	87	0.000143
微雨	87	0.000143
一叶	87	0.000143
人物	87	0.000143
无心	87	0.000143
不能	87	0.000143
杜鹃	87	0.000143
残红	87	0.000143
春梦	87	0.000143
犹记	87	0.000143
摸	87	0.000143
鱼儿	87	0.000143
聊	86	0.000142
枝	86	0.000142
独立	86	0.000142
无语	86	0.000142
调	86	0.000142
极目	86	0.000142
新来	86	0.000142
骑	86	0.000142
身	86	0.000142
数	86	0.000142
故	86	0.000142
舟	85	0.000140
冷落	85	0.000140
朱户	85	0.000140
乘	85	0.000140
惹	85	0.000140
醉乡	85	0.000140
今古	85	0.000140
卧	85	0.000140
侣	85	0.000140
红妆	85	0.000140
重山	85	0.000140
姮	85	0.000140
么	84	0.000139
晚风	84	0.000139
隐隐	84	0.000139
云雨	84	0.000139
朱	84	0.000139
移	84	0.000139
桡	84	0.000139
抱	84	0.000139
菊花	84	0.000139
秋声	84	0.000139
皱	84	0.000139
重见	84	0.000139
胜	84	0.000139
千岁	84	0.000139
千年	84	0.000139
九	84	0.000139
耳	84	0.000139
自古	83	0.000137
应是	83	0.000137
人人	83	0.000137
清夜	83	0.000137
相望	83	0.000137
话	83	0.000137
光	83	0.000137
院落	83	0.000137
登高	83	0.000137
颦	83	0.000137
极	83	0.000137
双双	83	0.000137
甘州	83	0.000137
误	83	0.000137
青春	83	0.000137
眠	83	0.000137
春去	83	0.000137
髻	83	0.000137
即	83	0.000137
枝上	83	0.000137
一梦	83	0.000137
醉倒	83	0.000137
君王	83	0.000137
想见	83	0.000137
处处	82	0.000135
屈指	82	0.000135
无端	82	0.000135
离恨	82	0.000135
三千	82	0.000135
望断	82	0.000135
乘兴	82	0.000135
酲	82	0.000135
尘埃	82	0.000135
长江	82	0.000135
淡月	82	0.000135
三月	82	0.000135
殿	82	0.000135
色	82	0.000135
萋	82	0.000135
底事	82	0.000135
澹	82	0.000135
映	81	0.000134
五	81	0.000134
有意	81	0.000134
玲珑	81	0.000134
新愁	81	0.000134
许多	81	0.000134
孤负	81	0.000134
钩	81	0.000134
凫	81	0.000134
著意	81	0.000134
斗	80	0.000132
记取	80	0.000132
频	80	0.000132
眼前	80	0.000132
骖	80	0.000132
三年	80	0.000132
八声	80	0.000132
蕊	80	0.000132
玉壶	80	0.000132
青楼	80	0.000132
袅袅	80	0.000132
料	80	0.000132
世事	80	0.000132
门前	79	0.000130
砌	79	0.000130
游人	79	0.000130
金缕	79	0.000130
零乱	79	0.000130
零落	79	0.000130
屏山	79	0.000130
岸	79	0.000130
陈迹	79	0.000130
尽日	78	0.000129
秾	78	0.000129
梦断	78	0.000129
伤	78	0.000129
依稀	78	0.000129
沈醉	78	0.000129
小院	78	0.000129
否	78	0.000129
人情	78	0.000129
风前	78	0.000129
扑	78	0.000129
花底	78	0.000129
词	78	0.000129
好处	78	0.000129
瑞鹤仙	78	0.000129
踏青	77	0.000127
麝	77	0.000127
伤心	77	0.000127
悄	77	0.000127
稳	77	0.000127
世	77	0.000127
鱼	77	0.000127
付	77	0.000127
奏	77	0.000127
侬	77	0.000127
翠袖	77	0.000127
山川	77	0.000127
惊起	76	0.000125
丹青	76	0.000125
繁华	76	0.000125
消	76	0.000125
绮罗	76	0.000125
春水	76	0.000125
窈窕	76	0.000125
江月	76	0.000125
山色	76	0.000125
所	76	0.000125
一任	76	0.000125
忙	76	0.000125
杯酒	76	0.000125
水云	75	0.000124
晓来	75	0.000124
踪迹	75	0.000124
锁	75	0.000124
余香	75	0.000124
离	75	0.000124
向晚	75	0.000124
的	75	0.000124
没	75	0.000124
阳台	75	0.000124
名	75	0.000124
离别	75	0.000124
流莺	75	0.000124
佳节	75	0.000124
虽	75	0.000124
买	75	0.000124
丑	75	0.000124
鹤	74	0.000122
轻寒	74	0.000122
韶华	74	0.000122
红袖	74	0.000122
少年游	74	0.000122
陌上	74	0.000122
千万	74	0.000122
白云	74	0.000122
眼儿	74	0.000122
绿窗	74	0.000122
日月	73	0.000120
拟	73	0.000120
临风	73	0.000120
怪	73	0.000120
绡	73	0.000120
旧事	73	0.000120
银烛	73	0.000120
断魂	73	0.000120
个人	73	0.000120
吹箫	73	0.000120
一般	73	0.000120
红叶	73	0.000120
言	73	0.000120
不觉	73	0.000120
来往	73	0.000120
帘卷	73	0.000120
岁寒	73	0.000120
孤山	72	0.000119
西山	72	0.000119
按	72	0.000119
相看	72	0.000119
烟树	72	0.000119
背	72	0.000119
蹙	72	0.000119
关山	72	0.000119
忆秦娥	72	0.000119
从教	72	0.000119
鹊	72	0.000119
怯	72	0.000119
云山	72	0.000119
黄菊	72	0.000119
起舞	72	0.000119
题诗	72	0.000119
儿童	72	0.000119
西窗	72	0.000119
晓角	72	0.000119
蝶	71	0.000117
寻常	71	0.000117
粉	71	0.000117
银	71	0.000117
岁月	71	0.000117
无际	71	0.000117
莺花	71	0.000117
结	71	0.000117
美	71	0.000117
独	71	0.000117
酒杯	71	0.000117
纤纤	71	0.000117
昨	71	0.000117
直	71	0.000117
花间	71	0.000117
莺啼	71	0.000117
不解	71	0.000117
珠	71	0.000117
临水	70	0.000115
寻芳	70	0.000115
须信	70	0.000115
百花	70	0.000115
辇	70	0.000115
腰肢	70	0.000115
纤手	70	0.000115
取	70	0.000115
欢声	70	0.000115
正好	70	0.000115
光景	70	0.000115
桥	70	0.000115
由	70	0.000115
多谢	70	0.000115
鹧鸪	70	0.000115
报	70	0.000115
横斜	70	0.000115
不住	70	0.000115
东西	70	0.000115
不似	70	0.000115
宫	70	0.000115
儿女	70	0.000115
冰轮	70	0.000115
於	70	0.000115
长是	69	0.000114
定风波	69	0.000114
满城	69	0.000114
素	69	0.000114
称	69	0.000114
犹自	69	0.000114
香风	69	0.000114
阻	69	0.000114
箫	69	0.000114
淡淡	69	0.000114
云鬟	69	0.000114
夜雨	69	0.000114
看看	69	0.000114
无尘	69	0.000114
遣	69	0.000114
陪	69	0.000114
微	69	0.000114
一天	69	0.000114
无定	69	0.000114
觥	69	0.000114
冰雪	69	0.000114
谪仙	69	0.000114
娟	69	0.000114
收拾	69	0.000114
欠	68	0.000112
寻思	68	0.000112
黄鹂	68	0.000112
危楼	68	0.000112
第一	68	0.000112
从前	68	0.000112
看花	68	0.000112
台	68	0.000112
良辰	68	0.000112
饶	68	0.000112
咏	68	0.000112
不怕	68	0.000112
蝴蝶	68	0.000112
画船	68	0.000112
恰似	68	0.000112
藏	68	0.000112
娉婷	68	0.000112
何必	68	0.000112
松	68	0.000112
罗绮	67	0.000111
不肯	67	0.000111
欢	67	0.000111
杪	67	0.000111
相识	67	0.000111
窗	67	0.000111
浮生	67	0.000111
渡	67	0.000111
安排	67	0.000111
颜色	67	0.000111
蜀	67	0.000111
此恨	67	0.000111
寂寂	67	0.000111
不语	67	0.000111
太守	67	0.000111
五更	67	0.000111
奴儿	67	0.000111
生涯	67	0.000111
公	67	0.000111
主	66	0.000109
欢娱	66	0.000109
好景	66	0.000109
如水	66	0.000109
稀	66	0.000109
干	66	0.000109
猜	66	0.000109
朦胧	66	0.000109
摘	66	0.000109
裙	66	0.000109
阿	66	0.000109
红楼	66	0.000109
粲	66	0.000109
故国	66	0.000109
尊	66	0.000109
嫌	66	0.000109
幽香	66	0.000109
瑞	66	0.000109
夜阑	66	0.000109
摇	66	0.000109
絮	66	0.000109
芳	66	0.000109
溅	66	0.000109
叶	66	0.000109
喜迁	66	0.000109
朝来	66	0.000109
骎	66	0.000109
连天	66	0.000109
湖上	65	0.000107
聚	65	0.000107
皓月	65	0.000107
汀洲	65	0.000107
不忍	65	0.000107
同心	65	0.000107
便是	65	0.000107
步	65	0.000107
江天	65	0.000107
仿佛	65	0.000107
灯	65	0.000107
彩云	65	0.000107
婆娑	65	0.000107
狂	65	0.000107
新诗	65	0.000107
游丝	65	0.000107
凝望	65	0.000107
阳春	65	0.000107
楼前	65	0.000107
滴	65	0.000107
连环	65	0.000107
修竹	65	0.000107
游戏	65	0.000107
无计	64	0.000106
迟迟	64	0.000106
留住	64	0.000106
仙子	64	0.000106
赏	64	0.000106
强	64	0.000106
别有	64	0.000106
烦恼	64	0.000106
杜宇	64	0.000106
江梅	64	0.000106
满院	64	0.000106
平	64	0.000106
巧	64	0.000106
新绿	64	0.000106
李	64	0.000106
销魂	64	0.000106
载	64	0.000106
自笑	64	0.000106
冰	64	0.000106
浥	64	0.000106
当初	63	0.000104
工夫	63	0.000104
终日	63	0.000104
醪	63	0.000104
城	63	0.000104
太	63	0.000104
亸	63	0.000104
帘外	63	0.000104
老人	63	0.000104
天外	63	0.000104
谢	63	0.000104
夸	63	0.000104
炷	63	0.000104
南枝	63	0.000104
迥	63	0.000104
天香	63	0.000104
未了	63	0.000104
识	63	0.000104
广寒宫	63	0.000104
尘土	62	0.000102
苔	62	0.000102
